Image,Segment,Parameters,IoU
test2.jpeg,all,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.29085453767493563
ALL_IMAGES,,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",nan
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.19286811758150843
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.2906370728679516
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.23080804193711144
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.06558951965065503
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.3636173807399533
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.228704026555436
DSC_0798 2023-10-05 12_04_19.JPG,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.5014029180695847
DSC_0798 2023-10-05 12_04_19.JPG,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.5542802287240702
DSC_0798 2023-10-05 12_04_19.JPG,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.30423038075775727
DSC_0798 2023-10-05 12_04_19.JPG,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.4533045091838041
DSC_2247 2024-02-02 20_04_35.JPG,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.13095844552798194
DSC_2247 2024-02-02 20_04_35.JPG,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.18518172475007008
DSC_2247 2024-02-02 20_04_35.JPG,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.177801226670184
DSC_2247 2024-02-02 20_04_35.JPG,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.11462893209813703
DSC_2247 2024-02-02 20_04_35.JPG,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.15214258226159327
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.13721295614120738
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.18077724102767959
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.07123039163376374
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.0546165478118485
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.11095928415362481
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.3487639340216363
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.33318812620573773
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.34097603011368705
Parion2.png,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.4106399016146309
Parion2.png,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.08120508912184651
Parion2.png,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.6331618124594095
Parion2.png,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.16123837880537156
Parion2.png,4,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.1839372150946943
Parion2.png,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.29403647941919053
Parion3.png,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.38973858930253963
Parion3.png,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.10810302426518228
Parion3.png,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.49967737997663186
Parion3.png,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.3230945412902405
Parion3.png,4,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.3409448045570615
Parion3.png,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.33231166787833116
test.jpeg,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.07625055194600391
test.jpeg,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.45899287817399403
test.jpeg,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.24805945079276207
test.jpeg,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.26110096030425334
test2.jpeg,0,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.20799322347143076
test2.jpeg,1,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.34289944810876294
test2.jpeg,2,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.1872296186994869
test2.jpeg,3,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.223277720124531
test2.jpeg,4,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.6957364341085271
test2.jpeg,all,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.3314272889025478
ALL_IMAGES,,"{'K': 5, 'RADIUS': 35, 'TAU': 1.5, 'N_SUPERPIXELS': 265, 'N_KEYPOINTS': 7000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.8, 'COMPACTNESS': 24, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",nan
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.10405082001830084
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.15716396218936546
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.23492896544913305
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.10160573170494923
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09856907668095415
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13926371120854056
DSC_0798 2023-10-05 12_04_19.JPG,0,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.19629950852847644
DSC_0798 2023-10-05 12_04_19.JPG,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.005645274540092684
DSC_0798 2023-10-05 12_04_19.JPG,2,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0
DSC_0798 2023-10-05 12_04_19.JPG,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.06731492768952303
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.27403976512528283
