Image,Segment,Parameters,IoU
ALL_IMAGES,,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",nan
DSC_0111 2023-10-02 13_42_04.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.48276926242156154
DSC_0111 2023-10-02 13_42_04.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.75779939617578
DSC_0111 2023-10-02 13_42_04.JPG,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3545333248618083
DSC_0111 2023-10-02 13_42_04.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5317006611530499
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.17137976468718757
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2225125268432355
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.23026345216263364
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12779689221705007
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.17129564359227406
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.18464965590047616
DSC_0798 2023-10-05 12_04_19.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.6402734263742523
DSC_0798 2023-10-05 12_04_19.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.6774227721513624
DSC_0798 2023-10-05 12_04_19.JPG,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.24512540578541447
DSC_0798 2023-10-05 12_04_19.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5209405347703431
DSC_1054 2023-10-02 21_37_15.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.7814880425155004
DSC_1054 2023-10-02 21_37_15.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.7965558973324592
DSC_1054 2023-10-02 21_37_15.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.7890219699239798
DSC_2247 2024-02-02 20_04_35.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.26543673352640423
DSC_2247 2024-02-02 20_04_35.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.7138351444473894
DSC_2247 2024-02-02 20_04_35.JPG,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.4014323801557844
DSC_2247 2024-02-02 20_04_35.JPG,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2083893848599731
DSC_2247 2024-02-02 20_04_35.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3972734107473878
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.14391654321869032
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.215845317822425
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.07752547827641695
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.053715500835395766
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12275071003823201
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.24812806518236727
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1224653470265513
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.18529670610445928
Parion1.png,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.445029950907535
Parion1.png,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09673918487970214
Parion1.png,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.28662918419778827
Parion1.png,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1711316236943471
Parion1.png,4,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2124068082712055
Parion1.png,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.24238735039011558
Parion2.png,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3690791195370882
Parion2.png,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1889002142574834
Parion2.png,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5817125826296282
Parion2.png,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.15209714391921195
Parion2.png,4,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.11512404104812195
Parion2.png,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2813826202783068
Parion3.png,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.39842733369665556
Parion3.png,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.15566501090296017
Parion3.png,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5625895060130787
Parion3.png,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.20901978070417102
Parion3.png,4,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1876475166175476
Parion3.png,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.30266982958688254
test.jpeg,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.6666252947747301
test.jpeg,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.603466159564353
test.jpeg,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2224254709052257
test.jpeg,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.49750564174810297
test2.jpeg,0,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.24654880116250907
test2.jpeg,1,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.23082305606577452
test2.jpeg,2,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.4537655695784872
test2.jpeg,3,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.10994126604307157
test2.jpeg,4,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.6761748034375571
test2.jpeg,all,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3434506992574799
ALL_IMAGES,,"{'K': 7, 'RADIUS': 56, 'TAU': 1.0, 'N_SUPERPIXELS': 220, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 11, 'ALPHA': 1.0, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.8, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",nan
